timestamp,open,high,low,close
1567504800.0,1765.0,1765.0,1754.9,1761.0
1567508400.0,1765.0,1768.0,1764.99,1768.0
1567512000.0,1768.99,1772.0,1765.0,1768.0
1567515600.0,1768.24,1774.8,1768.24,1772.0
1567517400.0,1768.6099853515625,1797.6800537109375,1768.0,1790.7099609375
1567521000.0,1790.050048828125,1797.5799560546875,1786.72998046875,1790.0
1567524600.0,1797.58203125,1800.800048828125,1794.3699951171875,1796.47998046875
1567528200.0,1795.9849853515625,1797.699951171875,1790.1099853515625,1791.31005859375
1567531800.0,1791.52001953125,1791.7706298828125,1785.1300048828125,1789.5911865234375
1567535400.0,1789.983642578125,1792.4300537109375,1786.9296875,1791.300048828125
1567539000.0,1791.300048828125,1796.300048828125,1788.9100341796875,1789.510009765625
1567540800.0,1789.51,1790.3,1787.93,1788.44
1567544400.0,1789.7,1789.84,1788.33,1789.0
1567584000.0,1811.1,1811.1,1811.1,1811.1
1567591200.0,1810.0,1810.0,1810.0,1810.0
1567594800.0,1808.0,1809.39,1804.75,1804.75
1567598400.0,1804.0,1808.95,1804.0,1804.51
1567602000.0,1805.0,1807.0,1803.55,1804.2
1567603800.0,1805.0,1807.630859375,1796.22998046875,1798.3599853515625
1567607400.0,1798.6505126953125,1801.449951171875,1796.25,1801.1922607421875
1567611000.0,1801.0,1803.14208984375,1798.989990234375,1799.0
1567614600.0,1799.5970458984375,1805.719970703125,1798.530029296875,1805.272705078125
1567618200.0,1805.550048828125,1806.1099853515625,1800.6300048828125,1803.0899658203125
1567621800.0,1802.8880615234375,1805.094970703125,1802.1400146484375,1804.949951171875
1567625400.0,1804.9000244140625,1806.364990234375,1800.0350341796875,1800.4599609375
1567627200.0,1800.62,1802.9818,1800.5128,1800.62
1567630800.0,1800.6,1801.54,1800.6,1800.62
1567634400.0,1801.48,1801.6,1801.48,1801.6
1567670400.0,1812.0,1815.0,1812.0,1815.0
1567674000.0,1818.0,1819.5,1818.0,1819.5
1567677600.0,1819.75,1820.0,1819.75,1820.0
1567681200.0,1820.0,1820.0,1815.7,1816.2
1567684800.0,1817.0,1817.88,1814.76,1816.6267
1567688400.0,1817.0,1822.49,1817.0,1820.3
1567690200.0,1819.6600341796875,1836.56005859375,1816.14501953125,1836.1400146484375
1567693800.0,1836.0,1836.5699462890625,1831.3499755859375,1833.3387451171875
1567697400.0,1833.1700439453125,1835.3900146484375,1831.699951171875,1833.2099609375
1567701000.0,1833.0699462890625,1834.9200439453125,1829.280029296875,1834.02001953125
1567704600.0,1834.030029296875,1837.47998046875,1832.3199462890625,1837.0
1567708200.0,1836.8599853515625,1840.8199462890625,1836.199951171875,1838.6600341796875
1567711800.0,1838.81005859375,1842.0,1837.6500244140625,1840.72998046875
1567713600.0,1840.72,1841.5,1839.05,1840.72
1567717200.0,1840.72,1840.72,1838.8,1838.8
1567720800.0,1839.64,1842.85,1839.5,1842.85
1567724400.0,1843.19,1845.8,1843.19,1845.8
1567756800.0,1842.0,1842.0,1842.0,1842.0
1567760400.0,1846.0,1847.0,1846.0,1847.0
1567764000.0,1845.08,1845.08,1841.0,1841.5
1567767600.0,1842.19,1843.16,1841.91,1842.16
1567771200.0,1841.13,1845.32,1841.0,1842.4
1567774800.0,1841.0,1841.01,1837.0405,1839.5
1567776600.0,1838.1328125,1840.0782470703125,1828.75,1837.0
1567780200.0,1837.5799560546875,1840.45166015625,1833.6031494140625,1836.0999755859375
1567783800.0,1835.9100341796875,1836.5,1833.3399658203125,1834.1400146484375
1567787400.0,1834.1700439453125,1837.1099853515625,1828.0,1837.1099853515625
1567791000.0,1836.62255859375,1839.0,1832.800048828125,1833.9000244140625
1567794600.0,1834.0799560546875,1837.8499755859375,1833.5699462890625,1837.4173583984375
1567798200.0,1837.260009765625,1838.280029296875,1831.489990234375,1833.510009765625
1567800000.0,1833.51,1834.89,1782.4902,1834.8
1567803600.0,1834.8,1834.8,1830.0,1832.0
1567807200.0,1833.5,1834.99,1833.5,1834.99
1567810800.0,1835.5,1835.91,1835.5,1835.91
1568016000.0,1837.03,1838.03,1837.03,1838.03
1568019600.0,1841.75,1841.75,1841.75,1841.75
1568023200.0,1840.73,1840.73,1840.73,1840.73
1568026800.0,1840.2,1840.2,1839.46,1839.46
1568030400.0,1839.1,1840.5,1837.7,1838.0
1568034000.0,1837.25,1841.36,1837.25,1840.0
1568035800.0,1841.75,1843.375,1836.030029296875,1841.4100341796875
1568039400.0,1841.4000244140625,1849.800048828125,1838.6199951171875,1849.599853515625
1568043000.0,1849.2554931640625,1850.0,1839.0,1840.3699951171875
1568046600.0,1840.1800537109375,1840.1800537109375,1830.6800537109375,1835.8299560546875
1568050200.0,1835.3199462890625,1836.4100341796875,1826.3299560546875,1826.3499755859375
1568053800.0,1826.18994140625,1833.0999755859375,1824.6099853515625,1830.5899658203125
1568057400.0,1831.050048828125,1833.8800048828125,1829.280029296875,1831.2900390625
1568059200.0,1831.35,1837.0177,1830.12,1831.35
1568066400.0,1831.5,1831.5,1831.5,1831.5
1568070000.0,1831.51,1832.0,1831.51,1832.0
1568102400.0,1820.0,1820.0,1820.0,1820.0
1568113200.0,1825.05,1828.48,1825.05,1827.01
1568116800.0,1827.0,1827.0,1823.0,1823.77
1568120400.0,1825.59,1825.59,1821.01,1824.0
1568122200.0,1823.4322509765625,1824.0,1805.3355712890625,1817.0999755859375
1568125800.0,1817.530029296875,1819.300048828125,1810.800048828125,1812.4200439453125
1568129400.0,1812.6800537109375,1825.81005859375,1810.8299560546875,1823.050048828125
1568133000.0,1823.050048828125,1824.5999755859375,1816.0,1818.3465576171875
1568136600.0,1818.6500244140625,1823.06005859375,1815.0999755859375,1815.8299560546875
1568140200.0,1816.27001953125,1817.2298583984375,1810.668701171875,1811.7099609375
1568143800.0,1812.1800537109375,1822.0799560546875,1811.489990234375,1821.31005859375
1568145600.0,1820.55,1820.8,1815.8994,1820.55
1568149200.0,1820.5499,1820.55,1820.0,1820.0
1568156400.0,1818.9899,1818.9899,1818.0001,1818.0001
