timestamp,open,high,low,close
1567500300.0,2577.64990234375,2585.64990234375,2548.949951171875,2561.5
1567503900.0,2561.89990234375,2566.89990234375,2548.949951171875,2557.449951171875
1567568700.0,2569.0,2588.699951171875,0.0,2578.0
1567572300.0,2584.39990234375,2585.0,2530.300048828125,2540.0
1567575900.0,2541.699951171875,2559.0,2533.14990234375,2545.449951171875
1567579500.0,2550.85009765625,2566.75,2542.89990234375,2560.199951171875
1567583100.0,2554.0,2572.949951171875,2551.0,2554.199951171875
1567586700.0,2552.60009765625,2566.0,2543.050048828125,2565.0
1567590300.0,2566.0,2573.89990234375,2552.85009765625,2566.10009765625
1567655100.0,2574.949951171875,2590.0,0.0,2584.89990234375
1567658700.0,2584.0,2599.89990234375,2579.0,2588.14990234375
1567662300.0,2582.300048828125,2599.89990234375,2572.5,2578.60009765625
1567665900.0,2579.75,2596.0,2577.449951171875,2594.39990234375
1567669500.0,2583.0,2596.0,2581.60009765625,2589.949951171875
1567673100.0,2587.14990234375,2607.949951171875,2586.5,2604.64990234375
1567676700.0,2605.0,2614.0,2596.64990234375,2605.89990234375
1567741500.0,2612.449951171875,2636.39990234375,0.0,2615.0
1567745100.0,2625.0,2626.0,2597.64990234375,2599.14990234375
1567748700.0,2604.0,2623.0,2591.050048828125,2620.0
1567752300.0,2613.0,2628.800048828125,2610.0,2622.949951171875
1567755900.0,2620.800048828125,2660.0,2618.800048828125,2652.050048828125
1567759500.0,2649.199951171875,2665.35009765625,2642.449951171875,2665.0
1567763100.0,2663.449951171875,2670.0,2647.14990234375,2659.949951171875
1568000700.0,2632.0,2665.949951171875,0.0,2663.0
1568004300.0,2653.0,2673.0,2649.050048828125,2660.800048828125
1568007900.0,2663.0,2664.949951171875,2648.050048828125,2660.60009765625
1568011500.0,2659.0,2670.0,2657.0,2663.199951171875
1568015100.0,2665.39990234375,2671.0,2652.25,2667.949951171875
1568018700.0,2666.300048828125,2696.800048828125,2662.800048828125,2693.0
1568022300.0,2693.0,2697.699951171875,2679.050048828125,2691.60009765625
1568173500.0,2692.0,2745.949951171875,0.0,2733.35009765625
1568177100.0,2729.60009765625,2737.0,2707.199951171875,2711.050048828125
1568180700.0,2721.5,2737.0,2707.199951171875,2722.0
1568184300.0,2731.60009765625,2747.75,2712.5,2743.35009765625
1568187900.0,2719.050048828125,2749.0,2717.0,2745.75
1568191500.0,2738.300048828125,2770.0,2738.0,2766.0
1568195100.0,2764.10009765625,2770.0,2747.300048828125,2760.14990234375
1568259900.0,2747.14990234375,2764.699951171875,0.0,2745.85009765625
1568263500.0,2741.25,2749.699951171875,2731.5,2737.75
1568267100.0,2738.10009765625,2747.0,2725.0,2739.0
