timestamp,open,high,low,close
1567500300.0,61.20000076293945,61.599998474121094,60.70000076293945,61.349998474121094
1567503900.0,61.45000076293945,61.54999923706055,61.0,61.29999923706055
1567568700.0,61.0,61.70000076293945,60.45000076293945,60.900001525878906
1567572300.0,60.75,61.20000076293945,60.5,61.0
1567575900.0,61.04999923706055,61.5,61.0,61.099998474121094
1567579500.0,61.04999923706055,61.349998474121094,60.900001525878906,61.04999923706055
1567583100.0,61.04999923706055,61.29999923706055,61.0,61.099998474121094
1567586700.0,61.04999923706055,61.349998474121094,60.849998474121094,61.29999923706055
1567590300.0,61.29999923706055,61.650001525878906,61.29999923706055,61.400001525878906
1567655100.0,61.349998474121094,61.79999923706055,61.0,61.54999923706055
1567658700.0,61.54999923706055,61.650001525878906,61.04999923706055,61.099998474121094
1567662300.0,61.099998474121094,61.45000076293945,60.900001525878906,61.349998474121094
1567665900.0,61.29999923706055,61.599998474121094,61.04999923706055,61.150001525878906
1567669500.0,61.150001525878906,61.5,61.150001525878906,61.25
1567673100.0,61.25,61.45000076293945,61.099998474121094,61.29999923706055
1567676700.0,61.29999923706055,61.599998474121094,60.95000076293945,61.20000076293945
1567741500.0,61.5,62.70000076293945,60.75,62.099998474121094
1567745100.0,62.04999923706055,62.650001525878906,61.79999923706055,62.650001525878906
1567748700.0,62.599998474121094,62.70000076293945,62.400001525878906,62.400001525878906
1567752300.0,62.400001525878906,62.400001525878906,62.04999923706055,62.349998474121094
1567755900.0,62.400001525878906,62.5,61.79999923706055,61.95000076293945
1567759500.0,61.849998474121094,62.099998474121094,61.25,62.04999923706055
1567763100.0,62.04999923706055,62.400001525878906,61.900001525878906,61.95000076293945
1568000700.0,61.900001525878906,61.900001525878906,61.150001525878906,61.45000076293945
1568004300.0,61.45000076293945,61.70000076293945,61.45000076293945,61.5
1568007900.0,61.5,62.599998474121094,61.400001525878906,62.20000076293945
1568011500.0,62.25,62.400001525878906,62.04999923706055,62.29999923706055
1568015100.0,62.20000076293945,62.29999923706055,62.0,62.099998474121094
1568018700.0,62.099998474121094,62.45000076293945,62.0,62.349998474121094
1568022300.0,62.400001525878906,62.400001525878906,62.0,62.20000076293945
1568173500.0,62.20000076293945,64.4000015258789,61.900001525878906,64.25
1568177100.0,64.25,64.75,64.0999984741211,64.19999694824219
1568180700.0,64.19999694824219,64.69999694824219,64.0,64.6500015258789
1568184300.0,64.6500015258789,64.69999694824219,64.19999694824219,64.4000015258789
1568187900.0,64.4000015258789,66.69999694824219,64.0999984741211,65.44999694824219
1568191500.0,65.5,66.19999694824219,65.44999694824219,65.9000015258789
1568195100.0,65.8499984741211,66.05000305175781,65.25,65.69999694824219
1568259900.0,66.0,71.5999984741211,66.0,69.44999694824219
1568263500.0,69.3499984741211,69.8499984741211,68.69999694824219,69.0
1568267100.0,69.0,69.4000015258789,67.9000015258789,68.5999984741211
1568270700.0,68.5,69.5,68.4000015258789,69.0999984741211
1568274300.0,69.0999984741211,69.25,68.3499984741211,69.25
1568277900.0,69.19999694824219,69.19999694824219,68.4000015258789,68.5
1568281500.0,68.55000305175781,68.80000305175781,68.30000305175781,68.5999984741211
1568346300.0,68.5,70.30000305175781,68.0999984741211,69.75
1568349900.0,69.75,69.80000305175781,69.0999984741211,69.44999694824219
1568353500.0,69.44999694824219,69.5999984741211,69.05000305175781,69.1500015258789
1568357100.0,69.19999694824219,70.94999694824219,69.19999694824219,70.5
1568360700.0,70.4000015258789,70.75,70.19999694824219,70.30000305175781
1568364300.0,70.3499984741211,71.5,70.30000305175781,71.25
1568367900.0,71.25,71.25,70.5999984741211,71.0
1568605500.0,69.5,70.44999694824219,69.19999694824219,69.9000015258789
1568609100.0,69.69999694824219,70.4000015258789,69.69999694824219,70.19999694824219
1568612700.0,70.19999694824219,70.25,70.0,70.1500015258789
1568616300.0,70.0999984741211,70.1500015258789,69.3499984741211,69.4000015258789
1568619900.0,69.5,71.75,69.0,70.6500015258789
1568623500.0,70.69999694824219,70.94999694824219,70.0999984741211,70.4000015258789
1568627100.0,70.5999984741211,71.19999694824219,70.44999694824219,70.5999984741211
1568691900.0,70.69999694824219,70.9000015258789,69.94999694824219,70.4000015258789
1568695500.0,70.4000015258789,70.5,68.8499984741211,69.5
1568699100.0,69.5,69.69999694824219,68.55000305175781,68.69999694824219
1568702700.0,68.69999694824219,69.19999694824219,68.5,68.5
1568706300.0,68.5,68.75,67.69999694824219,67.8499984741211
1568709900.0,67.9000015258789,68.4000015258789,66.94999694824219,67.05000305175781
1568713500.0,67.0999984741211,69.0,67.0999984741211,68.5999984741211
1568778300.0,68.69999694824219,69.1500015258789,67.19999694824219,67.55000305175781
1568781900.0,67.55000305175781,68.30000305175781,67.30000305175781,67.69999694824219
